# First row has the trace IDs
5.000000000000000000e+01 5.200000000000000000e+01 5.400000000000000000e+01
-1.779672423005104065e+02 -1.735720563828945160e+02 -1.207443598061800003e+02
-1.699910170435905457e+02 -1.784770765006542206e+02 -1.151897244006395340e+02
-7.344111692905426025e+01 -1.845778259932994843e+02 -2.009951676875352859e+02
-5.893877005577087402e+01 -8.684835311770439148e+01 -1.071100321561098099e+02
-1.047937951087951660e+02 -1.882051558196544647e+02 1.485094134509563446e+01
-1.990266180038452148e+01 -6.747456082701683044e+01 -7.729290767014026642e+01
-8.820934081077575684e+01 -1.554552839100360870e+02 -7.810500378906726837e+01
-1.443201398849487305e+02 -1.466226393878459930e+02 -6.507335062325000763e+01
-9.480837249755859375e+01 -1.715857608020305634e+02 -1.774747141152620316e+02
-1.477210752964019775e+02 -1.094212538897991180e+02 -1.024340574294328690e+02
-3.322969937324523926e+01 -1.052050916850566864e+02 -6.836495424807071686e+01
-8.976406049728393555e+01 -8.284120222926139832e+01 -5.079648573696613312e+01
-1.078740522861480713e+02 -7.685416612029075623e+01 -6.192885108292102814e+01
-9.122058618068695068e+01 -1.291093868911266327e+02 -2.470411904156208038e+01
-9.236780905723571777e+01 -1.071474829614162445e+02 -6.327863104641437531e+01
-8.372938466072082520e+01 -1.002393831908702850e+02 -6.938480384647846222e+01
-5.794088745117187500e+01 -1.516371903717517853e+02 -1.111754805594682693e+02
-7.694513189792633057e+01 -1.221008873879909515e+02 -1.753963991850614548e+02
-4.558322131633758545e+01 -1.025355674922466278e+02 -1.372514798194169998e+02
-2.749277830123901367e+01 -1.467161062061786652e+02 -2.837634439766407013e+01
-6.948445868492126465e+01 -1.496600343883037567e+02 -8.448825033009052277e+01
-2.368988537788391113e+01 -7.601083728671073914e+01 2.464264325797557831e+01
-4.843364822864532471e+01 -7.931742355227470398e+01 -1.001682003289461136e+02
-1.496218461990356445e+02 -1.421473256051540375e+02 -9.124027593433856964e+01
1.025671851634979248e+02 -5.707680091261863708e+01 -8.443434710800647736e+01
2.234294731616973877e+02 -1.357857830226421356e+02 3.466496948897838593e+01
6.752985105514526367e+02 -1.850374252498149872e+02 7.446376845240592957e+00
